"_id","businessName","address","mobile","pincode","city","state","category","subcategory","leadStatus","status","p_id","createdAt","updatedAt","__v","product_category"
"65715ab37dd8362ade9c2a69","Shop20","nagpur","1231231239","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:03.170Z","2023-12-07T05:40:03.170Z","0",""
"65715ab37dd8362ade9c2a6b","Shop21","nagpur","1231231240","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:03.393Z","2023-12-07T05:40:03.393Z","0",""
"65715ab37dd8362ade9c2a6d","Shop22","nagpur","1231231241","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:03.615Z","2023-12-07T05:40:03.615Z","0",""
"65715ab37dd8362ade9c2a6f","Shop23","nagpur","1231231242","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:03.836Z","2023-12-07T05:40:03.836Z","0",""
"65715ab47dd8362ade9c2a71","Shop24","nagpur","1231231243","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:04.063Z","2023-12-07T05:40:04.063Z","0",""
"65715ab47dd8362ade9c2a73","Shop25","nagpur","1231231244","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:04.289Z","2023-12-07T05:40:04.289Z","0",""
"65715ab47dd8362ade9c2a75","Shop26","nagpur","1231231245","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:04.556Z","2023-12-07T05:40:04.556Z","0",""
"65715ab47dd8362ade9c2a77","Shop27","nagpur","1231231246","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:04.780Z","2023-12-07T05:40:04.780Z","0",""
"65715ab57dd8362ade9c2a79","Shop28","nagpur","1231231247","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:05.005Z","2023-12-07T05:40:05.005Z","0",""
"65715ab57dd8362ade9c2a7b","Shop29","nagpur","1231231248","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:05.228Z","2023-12-07T05:40:05.228Z","0",""
"65715ab57dd8362ade9c2a7d","Shop30","nagpur","1231231249","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:05.452Z","2023-12-07T05:40:05.452Z","0",""
"65715ab57dd8362ade9c2a7f","Shop31","nagpur","1231231250","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:05.676Z","2023-12-07T05:40:05.676Z","0",""
"65715ab57dd8362ade9c2a81","Shop32","nagpur","1231231251","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:05.908Z","2023-12-07T05:40:05.908Z","0",""
"65715ab67dd8362ade9c2a83","Shop33","nagpur","1231231252","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:06.135Z","2023-12-07T05:40:06.135Z","0",""
"65715ab67dd8362ade9c2a85","Shop34","nagpur","1231231253","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:06.366Z","2023-12-07T05:40:06.366Z","0",""
"65715ab67dd8362ade9c2a87","Shop35","nagpur","1231231254","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:06.594Z","2023-12-07T05:40:06.594Z","0",""
"65715ab67dd8362ade9c2a89","Shop36","nagpur","1231231255","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:06.818Z","2023-12-07T05:40:06.818Z","0",""
"65715ab77dd8362ade9c2a8b","Shop37","nagpur","1231231256","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:07.042Z","2023-12-07T05:40:07.042Z","0",""
"65715ab77dd8362ade9c2a8d","Shop38","nagpur","1231231257","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:07.276Z","2023-12-07T05:40:07.276Z","0",""
"65715ab77dd8362ade9c2a8f","Shop39","nagpur","1231231258","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:07.502Z","2023-12-07T05:40:07.502Z","0",""
"65715ab77dd8362ade9c2a91","Shop40","nagpur","1231231259","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:07.728Z","2023-12-07T05:40:07.728Z","0",""
"65715ab77dd8362ade9c2a93","Shop41","nagpur","1231231260","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:40:07.953Z","2023-12-07T05:40:07.953Z","0",""
"65715aed7dd8362ade9c2a95","Shop12","nagpur","1231231231","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:01.324Z","2023-12-07T05:41:01.324Z","0",""
"65715aed7dd8362ade9c2a97","Shop13","nagpur","1231231232","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:01.549Z","2023-12-07T05:41:01.549Z","0",""
"65715aed7dd8362ade9c2a99","Shop14","nagpur","1231231233","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:01.775Z","2023-12-07T05:41:01.775Z","0",""
"65715aed7dd8362ade9c2a9b","Shop15","nagpur","1231231234","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:01.999Z","2023-12-07T05:41:01.999Z","0",""
"65715aee7dd8362ade9c2a9d","Shop16","nagpur","1231231235","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:02.220Z","2023-12-07T05:41:02.220Z","0",""
"65715aee7dd8362ade9c2a9f","Shop17","nagpur","1231231236","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:02.485Z","2023-12-07T05:41:02.485Z","0",""
"65715aee7dd8362ade9c2aa1","Shop18","nagpur","1231231237","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:02.718Z","2023-12-07T05:41:02.718Z","0",""
"65715aee7dd8362ade9c2aa3","Shop19","nagpur","1231231238","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:02.937Z","2023-12-07T05:41:02.937Z","0",""
"65715aef7dd8362ade9c2aa5","Shop20","nagpur","1231231239","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:03.162Z","2023-12-07T05:41:03.162Z","0",""
"65715aef7dd8362ade9c2aa7","Shop21","nagpur","1231231240","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:03.385Z","2023-12-07T05:41:03.385Z","0",""
"65715aef7dd8362ade9c2aa9","Shop22","nagpur","1231231241","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:03.610Z","2023-12-07T05:41:03.610Z","0",""
"65715aef7dd8362ade9c2aab","Shop23","nagpur","1231231242","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:03.833Z","2023-12-07T05:41:03.833Z","0",""
"65715af07dd8362ade9c2aad","Shop24","nagpur","1231231243","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:04.059Z","2023-12-07T05:41:04.059Z","0",""
"65715af07dd8362ade9c2aaf","Shop25","nagpur","1231231244","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:04.295Z","2023-12-07T05:41:04.295Z","0",""
"65715af07dd8362ade9c2ab1","Shop26","nagpur","1231231245","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:04.520Z","2023-12-07T05:41:04.520Z","0",""
"65715af07dd8362ade9c2ab3","Shop27","nagpur","1231231246","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:04.744Z","2023-12-07T05:41:04.744Z","0",""
"65715af07dd8362ade9c2ab5","Shop28","nagpur","1231231247","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:04.970Z","2023-12-07T05:41:04.970Z","0",""
"65715af17dd8362ade9c2ab7","Shop29","nagpur","1231231248","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:05.196Z","2023-12-07T05:41:05.196Z","0",""
"65715af17dd8362ade9c2ab9","Shop30","nagpur","1231231249","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:05.420Z","2023-12-07T05:41:05.420Z","0",""
"65715af17dd8362ade9c2abb","Shop31","nagpur","1231231250","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:05.643Z","2023-12-07T05:41:05.643Z","0",""
"65715af17dd8362ade9c2abd","Shop32","nagpur","1231231251","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:05.868Z","2023-12-07T05:41:05.868Z","0",""
"65715af27dd8362ade9c2abf","Shop33","nagpur","1231231252","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:06.090Z","2023-12-07T05:41:06.090Z","0",""
"65715af27dd8362ade9c2ac1","Shop34","nagpur","1231231253","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:06.313Z","2023-12-07T05:41:06.313Z","0",""
"65715af27dd8362ade9c2ac3","Shop35","nagpur","1231231254","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:06.541Z","2023-12-07T05:41:06.541Z","0",""
"65715af27dd8362ade9c2ac5","Shop36","nagpur","1231231255","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:06.767Z","2023-12-07T05:41:06.767Z","0",""
"65715af27dd8362ade9c2ac7","Shop37","nagpur","1231231256","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:06.997Z","2023-12-07T05:41:06.997Z","0",""
"65715af37dd8362ade9c2ac9","Shop38","nagpur","1231231257","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:07.220Z","2023-12-07T05:41:07.220Z","0",""
"65715af37dd8362ade9c2acb","Shop39","nagpur","1231231258","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:07.445Z","2023-12-07T05:41:07.445Z","0",""
"65715af37dd8362ade9c2acd","Shop40","nagpur","1231231259","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:07.671Z","2023-12-07T05:41:07.671Z","0",""
"65715af37dd8362ade9c2acf","Shop41","nagpur","1231231260","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:07.895Z","2023-12-07T05:41:07.895Z","0",""
"65715b1f7dd8362ade9c2ad1","Shop12","nagpur","1231231231","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:51.069Z","2023-12-07T05:41:51.069Z","0",""
"65715b1f7dd8362ade9c2ad3","Shop13","nagpur","1231231232","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:51.302Z","2023-12-07T05:41:51.302Z","0",""
"65715b1f7dd8362ade9c2ad5","Shop14","nagpur","1231231233","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:51.528Z","2023-12-07T05:41:51.528Z","0",""
"65715b1f7dd8362ade9c2ad7","Shop15","nagpur","1231231234","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:51.753Z","2023-12-07T05:41:51.753Z","0",""
"65715b1f7dd8362ade9c2ad9","Shop16","nagpur","1231231235","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:51.981Z","2023-12-07T05:41:51.981Z","0",""
"65715b207dd8362ade9c2adb","Shop17","nagpur","1231231236","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:52.202Z","2023-12-07T05:41:52.202Z","0",""
"65715b207dd8362ade9c2add","Shop18","nagpur","1231231237","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:52.423Z","2023-12-07T05:41:52.423Z","0",""
"65715b207dd8362ade9c2adf","Shop19","nagpur","1231231238","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:52.655Z","2023-12-07T05:41:52.655Z","0",""
"65715b207dd8362ade9c2ae1","Shop20","nagpur","1231231239","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:52.878Z","2023-12-07T05:41:52.878Z","0",""
"65715b217dd8362ade9c2ae3","Shop21","nagpur","1231231240","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:53.100Z","2023-12-07T05:41:53.100Z","0",""
"65715b217dd8362ade9c2ae5","Shop22","nagpur","1231231241","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:53.322Z","2023-12-07T05:41:53.322Z","0",""
"65715b217dd8362ade9c2ae7","Shop23","nagpur","1231231242","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:53.543Z","2023-12-07T05:41:53.543Z","0",""
"65715b217dd8362ade9c2ae9","Shop24","nagpur","1231231243","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:53.764Z","2023-12-07T05:41:53.764Z","0",""
"65715b217dd8362ade9c2aeb","Shop25","nagpur","1231231244","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:53.985Z","2023-12-07T05:41:53.985Z","0",""
"65715b227dd8362ade9c2aed","Shop26","nagpur","1231231245","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:54.206Z","2023-12-07T05:41:54.206Z","0",""
"65715b227dd8362ade9c2aef","Shop27","nagpur","1231231246","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:54.428Z","2023-12-07T05:41:54.428Z","0",""
"65715b227dd8362ade9c2af1","Shop28","nagpur","1231231247","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:54.658Z","2023-12-07T05:41:54.658Z","0",""
"65715b227dd8362ade9c2af3","Shop29","nagpur","1231231248","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:54.888Z","2023-12-07T05:41:54.888Z","0",""
"65715b237dd8362ade9c2af5","Shop30","nagpur","1231231249","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:55.112Z","2023-12-07T05:41:55.112Z","0",""
"65715b237dd8362ade9c2af7","Shop31","nagpur","1231231250","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:55.343Z","2023-12-07T05:41:55.343Z","0",""
"65715b237dd8362ade9c2af9","Shop32","nagpur","1231231251","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:55.566Z","2023-12-07T05:41:55.566Z","0",""
"65715b237dd8362ade9c2afb","Shop33","nagpur","1231231252","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:55.801Z","2023-12-07T05:41:55.801Z","0",""
"65715b247dd8362ade9c2afd","Shop34","nagpur","1231231253","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:56.024Z","2023-12-07T05:41:56.024Z","0",""
"65715b247dd8362ade9c2aff","Shop35","nagpur","1231231254","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:56.249Z","2023-12-07T05:41:56.249Z","0",""
"65715b247dd8362ade9c2b01","Shop36","nagpur","1231231255","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:56.472Z","2023-12-07T05:41:56.472Z","0",""
"65715b247dd8362ade9c2b03","Shop37","nagpur","1231231256","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:56.693Z","2023-12-07T05:41:56.693Z","0",""
"65715b247dd8362ade9c2b05","Shop38","nagpur","1231231257","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:56.917Z","2023-12-07T05:41:56.917Z","0",""
"65715b257dd8362ade9c2b07","Shop39","nagpur","1231231258","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:57.137Z","2023-12-07T05:41:57.137Z","0",""
"65715b257dd8362ade9c2b09","Shop40","nagpur","1231231259","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:57.364Z","2023-12-07T05:41:57.364Z","0",""
"65715b257dd8362ade9c2b0b","Shop41","nagpur","1231231260","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:41:57.588Z","2023-12-07T05:41:57.588Z","0",""
"65715b447dd8362ade9c2b0d","Shop12","nagpur","1231231231","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:28.409Z","2023-12-07T05:42:28.409Z","0",""
"65715b447dd8362ade9c2b0f","Shop13","nagpur","1231231232","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:28.640Z","2023-12-07T05:42:28.640Z","0",""
"65715b447dd8362ade9c2b11","Shop14","nagpur","1231231233","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:28.863Z","2023-12-07T05:42:28.863Z","0",""
"65715b457dd8362ade9c2b13","Shop15","nagpur","1231231234","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:29.085Z","2023-12-07T05:42:29.085Z","0",""
